anime_id,mean_rating
1,8.776724137931035
5,8.34965034965035
6,8.207658321060382
7,7.511551155115511
8,7.103448275862069
15,8.072
16,8.353923205342237
17,7.825242718446602
18,8.280453257790368
19,9.015991471215353
20,7.813849394418114
22,8.056497175141242
23,7.230769230769231
24,8.13443640124095
25,7.566539923954372
26,7.667731629392971
27,7.444649446494465
28,8.132231404958677
29,7.595744680851064
30,8.271403197158081
31,7.3911845730027546
32,8.422160664819945
33,8.460606060606061
43,8.21521456436931
44,8.738498789346247
45,8.493278179937953
46,7.51440329218107
47,7.908129175946548
48,7.187155963302752
49,7.46875
50,7.550373134328358
51,6.383177570093458
52,7.35377358490566
53,7.2204724409448815
54,7.101408450704225
55,6.680851063829787
56,5.933333333333334
57,8.383735705209657
58,7.142857142857143
59,7.583557951482479
60,7.796005706134094
61,7.396600566572238
62,6.876404494382022
63,6.724306688417618
64,7.698216735253772
65,7.778672032193159
66,8.098876404494382
67,7.699386503067485
68,7.532734274711168
69,6.533333333333333
71,7.7618083670715246
72,8.248055315471046
73,8.152866242038217
74,7.721212121212122
75,7.615384615384615
76,7.446153846153846
77,8.238390092879257
79,7.373101952277657
80,7.763485477178423
81,7.945606694560669
82,7.825641025641025
83,6.5606060606060606
84,7.219354838709678
85,7.894495412844036
86,6.982456140350878
87,7.7407407407407405
88,6.596153846153846
89,6.734375
90,7.979683972911964
91,7.5863874345549736
92,7.457142857142857
93,7.97948717948718
94,7.468677494199536
95,7.797752808988764
96,7.714285714285714
97,7.941304347826087
98,7.6991525423728815
99,7.603864734299517
100,7.32520325203252
101,7.4692737430167595
102,7.506329113924051
103,7.511111111111111
104,7.345360824742268
105,6.678571428571429
106,8.038216560509554
107,7.358778625954199
108,7.469387755102041
109,6.908333333333333
110,7.26984126984127
111,7.03125
112,4.931034482758621
113,7.741176470588235
114,7.944250871080139
115,7.0476190476190474
116,7.094594594594595
117,7.074626865671642
118,6.916666666666667
119,7.011111111111111
120,7.9202407825432655
121,8.300603217158177
122,8.314606741573034
123,7.747747747747748
124,6.9
125,6.624203821656051
126,7.2105263157894735
127,6.931506849315069
128,6.722222222222222
129,7.848275862068966
130,7.522123893805309
131,7.582089552238806
132,7.775075987841945
